,round_lat,round_lon,date,time,latitude,longitude,frp
11537,46.1,-116.8,03/11/2016,2113,46.133995,-116.77471899999999,21.26
11538,46.3,-116.5,03/11/2016,2113,46.251751,-116.47835500000001,58.26
11539,35.9,-84.9,04/11/2016,1730,35.907368,-84.853737,12.75
11540,26.9,-81.9,04/11/2016,1907,26.940690999999998,-81.879997,38.22
11541,26.9,-81.9,04/11/2016,1907,26.945459000000003,-81.880539,38.22
11542,36.7,-89.7,04/11/2016,1910,36.747097,-89.69144399999999,118.68
11543,34.5,-90.3,04/11/2016,1910,34.460377,-90.316795,6.93
11544,35.5,-91.1,04/11/2016,1910,35.528927,-91.05085799999999,7.63
11545,35.6,-90.7,04/11/2016,1910,35.627819,-90.746078,15.2
11546,34.3,-94.8,04/11/2016,1910,34.313213,-94.77795400000001,9.93
11547,37.2,-82.6,04/11/2016,1910,37.173046,-82.59182,6.29
11548,36.2,-90.3,04/11/2016,1910,36.195412,-90.327545,61.67
11549,39.3,-96.9,04/11/2016,1911,39.263088,-96.914635,37.17
11550,46.9,-97.6,04/11/2016,1913,46.928768,-97.58998100000001,15.59
11551,46.9,-97.6,04/11/2016,1913,46.927944000000004,-97.595024,15.59
11552,42.4,-104.8,04/11/2016,2053,42.363831,-104.82405899999999,15.78
11553,43.8,-119.3,04/11/2016,2054,43.773308,-119.250076,6.29
11554,28.9,-95.6,05/11/2016,1850,28.854421999999996,-95.594788,6.95
11555,36.1,-95.6,05/11/2016,1851,36.097466,-95.630798,14.78
11556,38.9,-104.6,05/11/2016,1853,38.850876,-104.564095,12.18
11557,39.2,-96.9,05/11/2016,2033,39.21471,-96.909859,30.76
11558,36.7,-120.0,05/11/2016,2033,36.738586,-119.98544299999999,20.8
11559,37.3,-119.2,05/11/2016,2033,37.347214,-119.226074,42.07
11560,40.0,-98.5,05/11/2016,2033,40.007228999999995,-98.52395600000001,30.21
11561,44.0,-99.5,05/11/2016,2034,43.959564,-99.537323,358.2
11562,43.9,-99.5,05/11/2016,2034,43.946521999999995,-99.544533,154.6
11563,46.1,-97.4,05/11/2016,2035,46.051586,-97.40596,19.48
11564,45.7,-98.2,05/11/2016,2035,45.724628,-98.178825,22.8
11565,48.5,-100.6,05/11/2016,2036,48.453331,-100.62114,12.74
11566,48.4,-98.3,05/11/2016,2036,48.395859,-98.34543599999999,28.84
11567,48.2,-100.9,05/11/2016,2036,48.210629,-100.901398,32.99
11568,48.2,-101.1,05/11/2016,2036,48.184096999999994,-101.106049,6.45
11569,48.2,-101.0,05/11/2016,2036,48.161915,-100.96408100000001,11.19
11570,48.1,-100.8,05/11/2016,2036,48.095421,-100.778305,9.31
11571,47.7,-99.8,05/11/2016,2036,47.661102,-99.754547,9.56
11572,48.7,-98.6,05/11/2016,2036,48.721046,-98.617485,14.86
11573,49.0,-99.3,05/11/2016,2036,48.973583000000005,-99.34078199999999,25.93
11574,48.6,-100.3,05/11/2016,2036,48.568089,-100.33518199999999,25.29
11575,29.8,-91.0,06/11/2016,1831,29.814144,-90.987297,10.92
11576,38.4,-95.1,06/11/2016,1833,38.419792,-95.086472,10.65
11577,48.5,-98.4,06/11/2016,2017,48.488628000000006,-98.428345,34.09
11578,33.8,-87.0,07/11/2016,1813,33.846165,-87.03523299999999,16.92
11579,36.2,-91.0,07/11/2016,1814,36.191505,-90.973709,9.66
11580,36.6,-87.7,07/11/2016,1954,36.627109999999995,-87.681725,67.68
11581,34.3,-111.2,07/11/2016,1954,34.288746,-111.19420600000001,30.53
11582,47.5,-95.4,07/11/2016,1957,47.548603,-95.39669,9.82
11583,38.2,-118.6,07/11/2016,2136,38.241279999999996,-118.63868000000001,18.49
11584,35.3,-83.6,08/11/2016,815,35.306278000000006,-83.573738,19.03
11585,27.8,-82.4,08/11/2016,1752,27.808788,-82.36296800000001,6.28
11586,26.5,-81.0,08/11/2016,1752,26.479906,-80.969635,8.27
11587,26.7,-81.7,08/11/2016,1932,26.749886,-81.683922,13.93
11588,26.8,-81.7,08/11/2016,1932,26.751587,-81.682899,24.58
11589,34.3,-111.2,08/11/2016,1936,34.306313,-111.209801,58.71
11590,34.3,-111.2,08/11/2016,1936,34.300491,-111.20864099999999,58.71
11591,37.2,-115.1,08/11/2016,1937,37.234795,-115.10098300000001,42.19
11592,40.1,-104.6,08/11/2016,1937,40.052845,-104.600311,13.47
11593,42.8,-116.9,08/11/2016,1938,42.756149,-116.867691,46.31
11594,45.8,-117.3,08/11/2016,1939,45.798347,-117.34146100000001,14.64
11595,46.2,-116.7,08/11/2016,1939,46.219814,-116.744957,26.06
11596,46.2,-116.8,08/11/2016,1939,46.217201,-116.753822,21.4
11597,44.1,-119.6,08/11/2016,1939,44.094353000000005,-119.613152,64.69
11598,46.6,-122.2,08/11/2016,1940,46.625378000000005,-122.18016100000001,24.29
11599,34.5,-112.4,08/11/2016,2116,34.503601,-112.39138799999999,8.82
11600,33.3,-115.6,08/11/2016,2116,33.314541,-115.585655,13.98
11601,45.2,-111.2,08/11/2016,2119,45.202152000000005,-111.21376000000001,21.74
11602,43.1,-124.0,08/11/2016,2119,43.116802,-124.038597,13.84
11603,43.1,-124.0,08/11/2016,2119,43.120865,-124.034378,13.84
11604,47.3,-116.2,08/11/2016,2120,47.315334,-116.19781499999999,22.8
11605,46.8,-115.9,08/11/2016,2120,46.785061,-115.87365700000001,15.93
11606,36.0,-81.5,09/11/2016,1736,36.005660999999996,-81.458366,32.6
11607,33.7,-80.2,09/11/2016,1915,33.723003000000006,-80.186211,13.98
11608,33.9,-81.4,09/11/2016,1915,33.855614,-81.362099,16.68
11609,35.5,-90.2,09/11/2016,1916,35.506415999999994,-90.247055,15.02
11610,35.0,-91.4,09/11/2016,1916,34.993664,-91.421875,9.97
11611,34.3,-80.4,09/11/2016,1916,34.313140999999995,-80.415939,11.92
11612,34.9,-83.2,09/11/2016,1916,34.934212,-83.183502,31.51
11613,35.9,-90.7,09/11/2016,1916,35.949875,-90.679367,19.93
11614,35.4,-83.9,09/11/2016,1916,35.36858,-83.860451,7.91
11615,35.5,-82.2,09/11/2016,1916,35.452526,-82.21595,11.72
11616,35.3,-83.6,09/11/2016,1916,35.320656,-83.620209,27.91
11617,35.3,-83.6,09/11/2016,1916,35.325832,-83.620888,27.91
11618,35.7,-82.0,09/11/2016,1916,35.683765,-82.03628499999999,7.24
11619,47.4,-98.9,09/11/2016,1920,47.362881,-98.913033,81.84
11620,46.8,-116.1,09/11/2016,1921,46.784981,-116.08464099999999,46.69
11621,47.2,-116.3,09/11/2016,1921,47.211754,-116.25515,23.38
11622,34.5,-112.4,09/11/2016,2057,34.491077000000004,-112.377274,22.54
11623,34.1,-110.2,09/11/2016,2057,34.130726,-110.17035700000001,31.05
11624,36.8,-105.1,09/11/2016,2058,36.807789,-105.09863999999999,50.69
11625,39.4,-111.8,09/11/2016,2059,39.398109000000005,-111.807693,56.07
11626,45.5,-111.2,09/11/2016,2100,45.549252,-111.17887900000001,23.53
11627,35.0,-83.7,10/11/2016,737,35.032322,-83.67742199999999,19.22
11628,27.7,-81.1,10/11/2016,1855,27.748724,-81.117188,17.49
11629,26.5,-81.0,10/11/2016,1855,26.478827000000003,-80.96543100000001,12.6
11630,32.2,-88.6,10/11/2016,1856,32.196354,-88.555145,114.41
11631,33.3,-81.3,10/11/2016,1856,33.299088,-81.304237,22.02
11632,33.1,-81.5,10/11/2016,1856,33.130096,-81.500938,18.37
11633,35.5,-82.2,10/11/2016,1857,35.458572,-82.229912,9.8
11634,35.4,-80.1,10/11/2016,1857,35.358727,-80.129471,36.16
11635,34.1,-94.7,10/11/2016,1857,34.077179,-94.673447,20.01
11636,34.6,-78.3,10/11/2016,1857,34.591805,-78.287903,19.48
11637,36.1,-90.9,10/11/2016,1858,36.133743,-90.852776,10.66
11638,40.9,-94.0,10/11/2016,1859,40.851203999999996,-94.015556,14.65
11639,37.6,-105.7,10/11/2016,1859,37.56382,-105.671577,18.85
11640,48.5,-99.4,10/11/2016,1901,48.464661,-99.37439,21.09
11641,42.6,-124.3,10/11/2016,2222,42.61692,-124.333771,55.57
11642,35.5,-82.2,11/11/2016,718,35.463013000000004,-82.239174,58.7
11643,35.6,-81.6,11/11/2016,718,35.619667,-81.644028,15.11
11644,30.4,-93.9,11/11/2016,1837,30.35309,-93.945961,17.82
11645,30.6,-93.7,11/11/2016,1837,30.592865000000003,-93.747375,9.77
11646,31.1,-93.2,11/11/2016,1838,31.097656,-93.189819,9.22
11647,31.1,-93.2,11/11/2016,1838,31.098446000000003,-93.186417,9.22
11648,35.3,-91.3,11/11/2016,1839,35.299801,-91.314148,8.62
11649,36.6,-95.7,11/11/2016,1839,36.640251,-95.68319699999999,5.54
11650,31.0,-95.0,11/11/2016,2018,30.955510999999998,-94.954819,45.58
11651,32.5,-97.8,11/11/2016,2019,32.535816,-97.789688,12.32
11652,36.5,-118.7,11/11/2016,2020,36.463783,-118.664482,19.0
11653,45.7,-98.4,11/11/2016,2022,45.711319,-98.35524699999999,19.02
11654,47.3,-116.2,11/11/2016,2023,47.321090999999996,-116.20360600000001,24.42
11655,34.9,-83.5,12/11/2016,700,34.931453999999995,-83.527557,4.44
11656,30.1,-91.2,12/11/2016,1818,30.118453999999996,-91.1642,19.73
11657,30.0,-90.7,12/11/2016,1818,29.984756,-90.705559,9.35
11658,30.0,-90.6,12/11/2016,1818,30.026615000000003,-90.566109,42.35
11659,30.0,-91.0,12/11/2016,1818,29.973137,-91.04555500000001,10.58
11660,30.0,-92.1,12/11/2016,1818,30.045525,-92.126823,28.19
11661,30.3,-91.2,12/11/2016,1818,30.262037,-91.205826,46.4
11662,34.1,-90.2,12/11/2016,1819,34.072784000000006,-90.210297,6.54
11663,35.5,-82.2,12/11/2016,1819,35.47633,-82.237808,17.21
11664,35.6,-81.6,12/11/2016,1819,35.626698,-81.64565999999999,7.43
11665,34.5,-92.0,12/11/2016,1820,34.526771999999994,-91.988754,25.79
11666,35.2,-90.3,12/11/2016,1820,35.200558,-90.330208,23.82
11667,34.5,-92.0,12/11/2016,1820,34.527969,-91.98423000000001,25.79
11668,34.5,-92.0,12/11/2016,1820,34.532257,-91.990822,25.79
11669,37.0,-89.7,12/11/2016,1820,36.954021000000004,-89.749092,10.42
11670,35.7,-91.0,12/11/2016,1820,35.734390000000005,-91.03890200000001,4.21
11671,44.6,-98.5,12/11/2016,1823,44.588665,-98.54523499999999,8.97
11672,48.9,-101.9,12/11/2016,1824,48.899956,-101.862236,8.81
11673,29.8,-93.6,12/11/2016,1959,29.841247999999997,-93.64008299999999,10.19
11674,31.8,-94.1,12/11/2016,1959,31.826786,-94.088631,7.66
11675,30.2,-92.2,12/11/2016,1959,30.234983000000003,-92.238617,18.12
11676,30.5,-91.3,12/11/2016,1959,30.478159,-91.34115600000001,17.9
11677,30.2,-91.1,12/11/2016,1959,30.183983,-91.113129,15.34
11678,30.9,-91.8,12/11/2016,1959,30.882212,-91.774445,9.15
11679,30.0,-92.0,12/11/2016,1959,30.015902,-92.032616,14.54
11680,30.0,-92.0,12/11/2016,1959,30.021664,-92.033073,14.54
11681,30.0,-90.5,12/11/2016,1959,30.03027,-90.549797,37.64
11682,30.1,-92.2,12/11/2016,1959,30.054714,-92.15696,19.47
11683,30.1,-90.8,12/11/2016,1959,30.076731,-90.847351,32.7
11684,30.2,-91.8,12/11/2016,1959,30.227021999999998,-91.83040600000001,7.34
11685,30.4,-92.0,12/11/2016,1959,30.369749,-91.96249399999999,10.29
11686,32.3,-92.1,12/11/2016,1959,32.25909,-92.084579,8.98
11687,34.3,-94.4,12/11/2016,2000,34.339855,-94.368561,8.04
11688,37.0,-89.8,12/11/2016,2001,36.951118,-89.777565,35.64
11689,36.1,-90.4,12/11/2016,2001,36.137299,-90.38813,18.97
11690,43.1,-96.3,12/11/2016,2003,43.059494,-96.296181,10.67
11691,38.8,-122.7,12/11/2016,2003,38.838722,-122.71405,18.82
11692,39.2,-122.3,12/11/2016,2003,39.238392,-122.29097,15.25
11693,46.5,-96.6,12/11/2016,2004,46.491043,-96.56295,18.46
11694,46.5,-96.6,12/11/2016,2004,46.490826,-96.567451,18.46
11695,27.3,-80.7,13/11/2016,1758,27.332907000000002,-80.72435,12.32
11696,36.0,-83.1,13/11/2016,1801,35.950779,-83.062309,15.53
11697,45.7,-98.0,13/11/2016,1804,45.715939,-98.037987,28.33
11698,35.8,-90.1,13/11/2016,1941,35.812668,-90.068405,16.57
11699,40.9,-98.5,13/11/2016,1943,40.905621000000004,-98.450615,11.54
11700,41.3,-91.0,13/11/2016,1943,41.288441,-91.047798,11.62
11701,36.0,-118.6,13/11/2016,2123,35.972565,-118.573174,9.4
11702,35.6,-81.7,14/11/2016,1742,35.605858000000005,-81.68040500000001,12.07
11703,38.6,-85.5,14/11/2016,1743,38.58374,-85.486526,21.0
11704,41.7,-83.8,14/11/2016,1744,41.650729999999996,-83.776894,19.11
11705,30.5,-91.5,14/11/2016,1921,30.483387,-91.484413,67.37
11706,31.2,-82.5,14/11/2016,1921,31.213531,-82.483597,58.57
11707,30.4,-88.1,14/11/2016,1921,30.356021999999996,-88.145332,13.25
11708,31.1,-84.1,14/11/2016,1921,31.098698,-84.127434,6.63
11709,31.9,-81.8,14/11/2016,1921,31.904541,-81.830383,13.38
11710,31.7,-82.7,14/11/2016,1921,31.741795,-82.68512,15.44
11711,30.0,-90.5,14/11/2016,1921,30.014376000000002,-90.523384,97.77
11712,30.2,-91.8,14/11/2016,1921,30.204418,-91.816071,18.06
11713,34.7,-85.5,14/11/2016,1922,34.694786,-85.51733399999999,8.35
11714,31.5,-100.8,14/11/2016,1922,31.483402,-100.814163,8.7
11715,38.8,-85.4,14/11/2016,1923,38.848557,-85.402046,20.35
11716,33.6,-108.7,14/11/2016,2103,33.59486,-108.70313999999999,14.37
11717,33.8,-109.8,14/11/2016,2103,33.786097999999996,-109.787384,17.44
11718,34.1,-110.1,14/11/2016,2103,34.114628,-110.07698799999999,7.47
11719,39.2,-121.9,14/11/2016,2105,39.214199,-121.909477,17.49
11720,21.3,-158.1,15/11/2016,23,21.313316,-158.082642,33.45
11721,21.3,-158.1,15/11/2016,23,21.318748,-158.08329799999998,33.45
11722,35.6,-81.7,15/11/2016,743,35.600513,-81.6819,7.46
11723,29.0,-95.7,15/11/2016,1902,29.014776,-95.729431,13.33
11724,29.9,-91.7,15/11/2016,1902,29.861877000000003,-91.669426,15.95
11725,30.8,-93.1,15/11/2016,1902,30.780989,-93.07938399999999,33.39
11726,30.9,-92.3,15/11/2016,1902,30.939705,-92.26393900000001,13.46
11727,32.8,-93.1,15/11/2016,1903,32.817986,-93.101349,32.45
11728,35.5,-82.2,15/11/2016,1903,35.492008,-82.230583,13.51
11729,33.0,-81.1,15/11/2016,1903,32.962097,-81.07399699999999,16.34
11730,34.9,-90.2,15/11/2016,1903,34.867535,-90.221947,9.87
11731,34.0,-90.7,15/11/2016,1903,33.950764,-90.684692,55.69
11732,34.0,-90.7,15/11/2016,1903,33.951397,-90.680565,55.69
11733,34.9,-84.6,15/11/2016,1903,34.934878999999995,-84.644562,10.98
11734,36.7,-90.3,15/11/2016,1904,36.662106,-90.281944,6.25
11735,35.9,-90.9,15/11/2016,1904,35.881187,-90.93899499999999,64.53
11736,40.4,-76.7,15/11/2016,1905,40.413452,-76.694435,13.48
11737,40.2,-77.6,15/11/2016,1905,40.206520000000005,-77.57534799999999,52.24
11738,33.8,-109.9,15/11/2016,2044,33.784451000000004,-109.874893,11.08
11739,33.8,-109.9,15/11/2016,2044,33.780437,-109.874245,11.08
11740,34.1,-110.1,15/11/2016,2045,34.115662,-110.09429899999999,17.61
11741,37.4,-100.8,15/11/2016,2045,37.388816999999996,-100.770218,97.3
11742,36.0,-118.6,15/11/2016,2045,35.994873,-118.561264,101.65
11743,36.0,-118.6,15/11/2016,2045,35.994129,-118.565598,101.65
11744,34.8,-118.5,15/11/2016,2045,34.793056,-118.51215400000001,280.74
11745,34.8,-118.5,15/11/2016,2045,34.793819,-118.50769,280.74
11746,34.8,-118.5,15/11/2016,2045,34.789665,-118.511284,280.74
11747,36.4,-102.8,15/11/2016,2045,36.441193,-102.799576,22.51
11748,44.0,-103.4,15/11/2016,2047,43.968262,-103.413071,37.45
11749,44.0,-103.4,15/11/2016,2047,43.962082,-103.407516,37.45
11750,45.6,-99.8,15/11/2016,2048,45.648182,-99.817833,106.76
11751,27.7,-81.4,16/11/2016,1842,27.744682,-81.390617,17.44
11752,29.9,-91.8,16/11/2016,1843,29.925255,-91.813919,19.64
11753,29.9,-91.0,16/11/2016,1843,29.906126,-91.020393,99.86
11754,28.8,-96.8,16/11/2016,1843,28.750288,-96.84027900000001,6.54
11755,33.2,-84.7,16/11/2016,1844,33.226002,-84.71566800000001,34.65
11756,32.3,-96.5,16/11/2016,1844,32.274165999999994,-96.522774,7.55
11757,32.3,-96.5,16/11/2016,1844,32.268879,-96.520973,7.55
11758,32.3,-96.5,16/11/2016,1844,32.267872,-96.525009,7.55
11759,35.5,-82.3,16/11/2016,1844,35.466007,-82.278374,13.79
11760,32.0,-93.9,16/11/2016,1844,31.986178999999996,-93.919037,18.55
11761,30.9,-94.3,16/11/2016,1844,30.860611,-94.32003,39.69
11762,31.4,-94.5,16/11/2016,1844,31.429464000000003,-94.489037,82.89
11763,33.7,-95.9,16/11/2016,1845,33.6931,-95.892372,6.01
11764,39.3,-87.7,16/11/2016,1846,39.346619,-87.71558399999999,10.53
11765,39.2,-96.9,16/11/2016,1846,39.234428,-96.911026,11.5
11766,30.9,-95.0,16/11/2016,2024,30.929203,-94.975372,38.07
11767,30.7,-94.3,16/11/2016,2024,30.734451,-94.302391,84.03
11768,34.3,-96.0,16/11/2016,2025,34.29615,-96.049995,19.3
11769,35.7,-96.8,16/11/2016,2026,35.725075,-96.795486,33.68
11770,37.7,-95.8,16/11/2016,2026,37.664722,-95.805534,22.17
11771,37.1,-121.0,16/11/2016,2027,37.145744,-121.037247,10.18
11772,42.1,-96.0,16/11/2016,2028,42.094467,-95.971985,22.93
11773,38.8,-122.7,16/11/2016,2028,38.808537,-122.67671200000001,38.25
11774,39.2,-121.7,16/11/2016,2028,39.203243,-121.673538,15.22
11775,46.7,-98.2,16/11/2016,2029,46.669037,-98.245201,28.55
11776,39.5,-122.1,16/11/2016,2208,39.489738,-122.112457,20.21
11777,37.1,-120.1,16/11/2016,2208,37.115696,-120.119202,151.43
11778,37.0,-120.0,16/11/2016,2208,37.006844,-119.988556,45.29
11779,27.6,-81.4,17/11/2016,1823,27.557973999999998,-81.41458100000001,127.3
11780,28.4,-82.0,17/11/2016,1824,28.399607,-81.960732,20.68
11781,29.2,-81.8,17/11/2016,1824,29.186504,-81.846901,13.31
11782,32.5,-91.7,17/11/2016,1825,32.547844,-91.66924300000001,49.14
11783,32.6,-91.7,17/11/2016,1825,32.553065999999994,-91.671028,49.14
11784,31.3,-93.2,17/11/2016,1825,31.335397999999998,-93.211342,22.69
11785,30.7,-94.3,17/11/2016,1825,30.733908000000003,-94.30719,17.6
11786,29.6,-90.8,17/11/2016,1825,29.641256,-90.836021,20.23
11787,30.0,-91.8,17/11/2016,1825,29.960569,-91.804466,33.9
11788,29.8,-90.8,17/11/2016,1825,29.78385,-90.772469,5.29
11789,29.7,-90.8,17/11/2016,1825,29.689856,-90.82556899999999,27.71
11790,29.9,-91.0,17/11/2016,1825,29.927515000000003,-91.037308,12.5
11791,30.1,-90.5,17/11/2016,1825,30.06147,-90.452759,5.28
11792,29.9,-90.5,17/11/2016,1825,29.850610999999997,-90.475044,23.58
11793,29.8,-90.5,17/11/2016,1825,29.848364,-90.471664,7.31
11794,29.9,-90.5,17/11/2016,1825,29.855833,-90.476662,23.58
11795,30.6,-92.7,17/11/2016,1825,30.647732,-92.664001,15.31
11796,30.1,-93.1,17/11/2016,1825,30.05513,-93.119125,10.51
11797,30.2,-91.8,17/11/2016,1825,30.207420000000003,-91.77550500000001,13.37
11798,30.4,-94.7,17/11/2016,1825,30.408121,-94.661896,14.13
11799,30.2,-91.0,17/11/2016,1825,30.186597999999996,-91.04418199999999,12.13
11800,31.0,-90.6,17/11/2016,1825,30.985744,-90.588173,10.1
11801,30.2,-91.9,17/11/2016,1825,30.231899,-91.893822,8.77
11802,30.5,-91.5,17/11/2016,1825,30.479141,-91.501137,35.38
11803,34.1,-90.3,17/11/2016,1826,34.106339,-90.32328000000001,6.64
11804,34.5,-90.8,17/11/2016,1826,34.501221,-90.797211,11.91
11805,34.7,-91.7,17/11/2016,1826,34.746502,-91.670959,10.02
11806,34.5,-92.0,17/11/2016,1826,34.496716,-92.048218,9.39
11807,35.6,-90.0,17/11/2016,1826,35.601006,-89.993881,17.72
11808,36.2,-91.0,17/11/2016,1826,36.200699,-90.99769599999999,27.4
11809,35.9,-90.0,17/11/2016,1826,35.883297,-89.99787099999999,22.71
11810,35.8,-90.8,17/11/2016,1826,35.75478,-90.840103,204.78
11811,35.4,-94.1,17/11/2016,1826,35.434414000000004,-94.06166800000001,200.73
11812,35.4,-94.1,17/11/2016,1826,35.428829,-94.059883,200.73
11813,35.1,-82.7,17/11/2016,1826,35.055465999999996,-82.696297,21.51
11814,34.6,-93.0,17/11/2016,1826,34.649448,-93.037521,19.44
11815,35.2,-95.4,17/11/2016,1826,35.234653,-95.353073,22.78
11816,30.1,-90.9,17/11/2016,2005,30.10005,-90.85296600000001,88.85
11817,30.1,-91.0,17/11/2016,2005,30.059824,-90.99225600000001,28.72
11818,30.0,-91.7,17/11/2016,2005,29.966440000000002,-91.70224,16.68
11819,30.1,-91.1,17/11/2016,2005,30.063662,-91.052162,14.12
11820,30.0,-91.0,17/11/2016,2005,29.99157,-91.021927,12.77
11821,29.9,-91.7,17/11/2016,2005,29.948973,-91.655266,17.73
11822,34.9,-91.8,17/11/2016,2006,34.850056,-91.766983,16.55
11823,34.4,-92.0,17/11/2016,2006,34.361832,-91.983025,13.67
11824,34.8,-91.8,17/11/2016,2006,34.843433000000005,-91.76673100000001,16.55
11825,33.5,-92.4,17/11/2016,2006,33.494595000000004,-92.425476,12.2
11826,33.6,-91.8,17/11/2016,2006,33.624165000000005,-91.77666500000001,20.35
11827,33.6,-91.8,17/11/2016,2006,33.630741,-91.77669499999999,20.35
11828,34.0,-110.0,17/11/2016,2007,34.046299,-109.96453100000001,8.79
11829,35.5,-94.9,17/11/2016,2007,35.519729999999996,-94.94794499999999,8.2
11830,35.3,-95.3,17/11/2016,2007,35.317904999999996,-95.316254,8.71
11831,35.3,-95.3,17/11/2016,2007,35.31765,-95.32069399999999,8.71
11832,35.7,-90.3,17/11/2016,2007,35.682213,-90.280594,93.67
11833,35.6,-90.8,17/11/2016,2007,35.642563,-90.839279,14.52
11834,35.4,-91.1,17/11/2016,2007,35.424278,-91.052971,30.2
11835,36.2,-90.8,17/11/2016,2007,36.219654,-90.797775,26.71
11836,36.0,-91.3,17/11/2016,2007,35.969303000000004,-91.28298199999999,15.79
11837,36.7,-120.0,17/11/2016,2008,36.742683,-119.977356,51.83
11838,36.2,-120.2,17/11/2016,2008,36.248259999999995,-120.17523999999999,12.2
11839,36.2,-120.2,17/11/2016,2008,36.241386,-120.17775,12.2
11840,36.6,-119.8,17/11/2016,2008,36.620838,-119.793503,5.73
11841,36.6,-119.9,17/11/2016,2008,36.606353999999996,-119.868752,5.59
11842,36.7,-119.6,17/11/2016,2008,36.745186,-119.619942,20.98
11843,36.4,-119.7,17/11/2016,2008,36.423798,-119.681183,22.32
11844,37.6,-120.9,17/11/2016,2008,37.631084,-120.908791,10.2
11845,36.9,-120.6,17/11/2016,2008,36.896946,-120.57328799999999,12.13
11846,35.4,-118.9,17/11/2016,2008,35.361153,-118.86411299999999,7.32
11847,35.5,-119.1,17/11/2016,2008,35.545639,-119.14466100000001,10.01
11848,36.8,-120.1,17/11/2016,2008,36.772934,-120.05536699999999,8.28
11849,37.0,-120.2,17/11/2016,2008,37.040333000000004,-120.18460800000001,16.77
11850,37.0,-120.1,17/11/2016,2008,36.953873,-120.13454399999999,29.4
11851,37.1,-120.4,17/11/2016,2008,37.054775,-120.405693,22.84
11852,37.1,-120.1,17/11/2016,2008,37.088982,-120.12604499999999,14.57
11853,36.5,-119.9,17/11/2016,2008,36.501152000000005,-119.879066,5.65
11854,35.6,-119.4,17/11/2016,2148,35.624565000000004,-119.430679,105.87
11855,36.4,-119.8,17/11/2016,2149,36.410671,-119.805901,37.23
11856,39.1,-121.7,17/11/2016,2149,39.149097,-121.738152,23.06
11857,39.2,-121.7,17/11/2016,2149,39.151752,-121.739052,27.79
11858,36.7,-119.8,17/11/2016,2149,36.664913,-119.83506799999999,10.91
11859,39.0,-121.8,17/11/2016,2149,39.040371,-121.761513,16.38
11860,39.1,-122.2,17/11/2016,2149,39.136009,-122.183342,15.36
11861,39.3,-122.1,17/11/2016,2149,39.294868,-122.065353,16.21
11862,36.6,-119.5,17/11/2016,2149,36.627571,-119.538956,10.02
11863,39.2,-122.2,17/11/2016,2149,39.184810999999996,-122.248802,8.24
11864,36.6,-120.4,17/11/2016,2149,36.59713,-120.41221599999999,19.11
11865,36.9,-120.1,17/11/2016,2149,36.947441,-120.13195,17.34
11866,37.1,-120.2,17/11/2016,2149,37.071537,-120.19912,18.25
11867,42.6,-120.7,17/11/2016,2150,42.604178999999995,-120.702354,71.2
11868,29.9,-84.8,18/11/2016,1805,29.894665000000003,-84.792419,40.93
11869,29.9,-84.8,18/11/2016,1805,29.895445000000002,-84.789108,40.93
11870,32.3,-84.9,18/11/2016,1806,32.331928000000005,-84.911278,10.94
11871,31.5,-88.0,18/11/2016,1806,31.4881,-88.024384,22.0
11872,31.0,-90.3,18/11/2016,1806,30.971674,-90.301651,15.62
11873,29.8,-90.9,18/11/2016,1806,29.834419,-90.938789,18.0
11874,36.5,-84.2,18/11/2016,1807,36.518932,-84.190399,8.22
11875,35.3,-84.3,18/11/2016,1807,35.343033,-84.278267,10.15
11876,36.6,-87.7,18/11/2016,1807,36.6469,-87.704018,41.98
11877,40.6,-76.7,18/11/2016,1808,40.582878,-76.660255,11.72
11878,30.0,-90.8,18/11/2016,1946,29.973352000000002,-90.76960799999999,75.81
11879,29.8,-91.5,18/11/2016,1946,29.840475,-91.507286,19.4
11880,30.0,-92.0,18/11/2016,1946,29.975183,-91.95475,19.96
11881,29.8,-91.0,18/11/2016,1946,29.825384000000003,-90.96485899999999,5.38
11882,29.7,-90.5,18/11/2016,1946,29.713081,-90.53828399999999,11.47
11883,30.1,-91.0,18/11/2016,1946,30.059708,-90.996895,15.54
11884,30.1,-91.8,18/11/2016,1946,30.090805,-91.79840899999999,26.45
11885,30.7,-90.8,18/11/2016,1946,30.712133,-90.770943,5.34
11886,31.8,-90.1,18/11/2016,1947,31.835539,-90.085136,9.81
11887,31.8,-90.1,18/11/2016,1947,31.830351,-90.080505,9.81
11888,31.8,-90.1,18/11/2016,1947,31.835812,-90.081009,9.81
11889,36.5,-86.9,18/11/2016,1948,36.527924,-86.917816,15.53
11890,39.7,-122.0,18/11/2016,1950,39.696175,-122.00895700000001,25.07
11891,37.0,-83.0,19/11/2016,627,37.033951,-83.024361,6.35
11892,36.3,-83.2,19/11/2016,808,36.33934,-83.164703,4.21
11893,35.7,-83.8,19/11/2016,808,35.748131,-83.809265,29.18
11894,35.7,-83.8,19/11/2016,808,35.747284,-83.805984,29.18
11895,35.8,-83.8,19/11/2016,808,35.751881,-83.80573299999999,30.37
11896,35.0,-83.5,19/11/2016,809,34.996376,-83.54118299999999,3.7
11897,30.1,-81.4,19/11/2016,1747,30.124832,-81.445747,6.16
11898,33.6,-81.9,19/11/2016,1748,33.554932,-81.92675799999999,16.16
11899,33.5,-81.9,19/11/2016,1748,33.549865999999994,-81.92514,28.13
